,SYSTEM,CATG_MGT_PNL,ACCT_CATG,CUST_NAME,ACCT_NAME,ACCT_NO,CONT_NO,LINE_NO,GN,CN,BUSI_CODE,CONTRACT_ADDR1,CONTRACT_ADDR2,CONTRACT_ADDR3,CONTRACT_ADDR4,BUILDING_ID,INST_ADDR_FLAT,INST_ADDR_FLOR,ADDRESS,INST_ADD1,INST_ADD2,INST_ADD3,INST_ADD4
1201328,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218649,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon Tong KLN
1202071,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,25299612,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
1203957,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218635,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon KLN
1207987,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,3,25682100,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000284,ROOM 418,4,CITY PLAZA 1 TAIKOO SHING QUARRY BAY HK,ROOM 418 4/F,"CITY PLAZA, TAIKOO SHING, I PH 1",TAIKOO SHING,QUARRY BAY HK
1208655,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555716,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
1223379,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,2,25627986,GN00412,CN00000171,VOICE,1/F,CAVENDISH CTR,23 YIP HING ST,"WONG CHUK HANG,HK",00008112,FLAT E,LG,TAI PING MARKET PH  1046-1056  QUARRY BAY HK,FLAT E LG/F,YICK CHEONG BLDG,1046 KING'S RD,QUARRY BAY HK
1228281,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555704,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
1243187,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21868463,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00001089,,1,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,1/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
1245394,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP",452394,17,35200541,GN00412,CN00000171,VOICE,"6/F,","WATSON HOUSE,",1-5 WO LIU HANG RD,FOTAN,52703101,SHOP 146-49&161,1,YUEN LONG PLZ 249-251 CASTLE PEAK RD - YL YUEN LONG NT,SHOP 146-49&161 1/F,YUEN LONG PLAZA,249-251 CASTLE PEAK RD - YL,YUEN LONG NT
1246409,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,24,35498924,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,21406201,SHOP NO.B107,B1,THE MASTERPIECE / K11 HANOI RD TSIM SHA TSUI KLN,SHOP NO.B107 B1/F,K11 & KIL 9805 DEP. HOTEL,HANOI RD,TSIM SHA TSUI KLN
1264639,ONOP,,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,16,29261591,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,,,,,,,,
1270900,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,25558755,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
1274897,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,1,21897243,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00003164,SHOP S32-38,2,KORNHILL PLAZA N KORNHILL QUARRY BAY HK,SHOP S32-38 2/F,KORNHILL PLAZA N,1 KORNHILL RD,QUARRY BAY HK
1280326,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,15,21210651,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00100010,SHOP B16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,SHOP B16-17 B/F,HOMEWORLD,PROVIDENT CTR,NORTH POINT HK
1282693,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,13,24237855,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00010596,SHOP C13,2,SHOPPING CTR KWAI CHUNG PLZ KWAI CHUNG NT,SHOP C13 2/F,KWAI CHUNG PLAZA SHOPPING CTR,KWAI CHUNG PLAZA,KWAI CHUNG NT
1292188,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,25,39070412,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00007563,SHOP 316 & 317C,L3,WINDSOR HSE 311 GLOUCESTER RD CAUSEWAY BAY HK,SHOP 316 & 317C L3/F,WINDSOR HSE,311 GLOUCESTER RD,CAUSEWAY BAY HK
1299623,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25550708,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1320413,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555133,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1322658,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,7,25626975,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00100010,FLAT 16-17,B,HOMEWORLD PROVIDENT CTR NORTH POINT HK,FLAT 16-17 B/F,SHOPPING ARC PROVIDENT CTR,WHARF RD,NORTH POINT HK
1322956,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP",452394,17,21210947,GN00412,CN00000171,VOICE,"6/F,","WATSON HOUSE,",1-5 WO LIU HANG RD,FOTAN,52703101,,1,YUEN LONG PLZ 249-251 CASTLE PEAK RD - YL YUEN LONG NT,1/F,YUEN LONG PLAZA,249-251 CASTLE PEAK RD - YL,YUEN LONG NT
1325965,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522732,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,SHOP UG011-012,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,SHOP UG011-012 UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1341083,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,12,28892438,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00013549,SHOP 306-7,3,NEW JADE SHOPPING ARCADE NEW JADE GDN CHAI WAN HK,SHOP 306-7 3/F,NEW JADE SHOPPING ARCADE,NEW JADE GDN,CHAI WAN HK
1341320,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867214,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,3/F,SHOP 305-306  MARITINE SQUARE,TSING KING RD,Tsing Yi NT
1344618,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21218395,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000814,,.,FESTIVAL WALK 80 TAT CHEE AVE KOWLOON TONG KLN,/F,"MTR01, LEVEL MTR,FESTIVAL WALK",80 TAK CHI AVENUE,Kowloon Tong KLN
1352187,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,18,35203194,GN00412,CN00000171,VOICE,6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT,00004293,,2,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,2/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
1364046,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,35273000,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
1367928,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,26,31534542,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000279,SHOP G9-G10&G73,G,KOLOUR TSUEN WAN I 68 CHUNG ON ST TSUEN WAN NT,SHOP G9-G10&G73 G/F,CITY LANDMARK I,68 CHUNG ON ST,TSUEN WAN NT
1378218,ONOP,BDEL,IC,FORTRESS,FORTRESS,10177137,1,21868351,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00001089,,3,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,3/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
1379178,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522144,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,SHOP UG011-012,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,SHOP UG011-012 UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1382078,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,11,31523067,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00014561,SHOP 543-545,L5,METRO PLZ COMM CTR 223 HING FONG RD KWAI CHUNG NT,SHOP 543-545 L5/F,METRO PLZ COMM CTR,223 HING FONG RD,KWAI CHUNG NT
1386618,ONOP,,IC,FORTRESS,FORTRESS,171,1,81219373,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1393578,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,20,31523112,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00005786,SHOP 287A,2,SHUN TAK CTR WEST TOWER SHUN TAK CTR SHEUNG WAN HK,SHOP 287A 2/F,SHUN TAK CTR WEST TOWER,SHUN TAK CTR,SHEUNG WAN HK
1403382,ONOP,BDEL,IC,FORTRESS,OBSO10177137,10177137,2,21868355,GN00412,CN00000171,VOICE,OBSO10177137,OBSO10177137,OBSO10177137,OBSO10177137,00001089,,3,FUK SHING MANS 89-93A MA TAU WAI RD HUNG HOM KLN,3/F,FUK SHING MANS,89-93A MA TAU WAI RD,HUNG HOM KLN
1408229,ONOP,BDEL,IC,FORTRESS,FORTRESS,10470748,1,21231143,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090486,SHOP139-141,.,+WOO KINGSWOOD VILLAS TIN SHUI WAI NT,SHOP 139-141 /F,KINGSWOOD GINZA SHOP ARCADE PH 1,KINGSWOOD VILLAS,TIN SHUI WAI NT
1421820,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF AS WATSON GROUP (HK) LTD",452394,1,25290293,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00006749,,,TRUST TOWER 68 JOHNSTON RD WAN CHAI HK,G/F,TRUST TOWER,68-74 JOHNSTON RD,HK
1445444,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,2,31628754,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019382,,3,CAPITOL CTR 5-19 JARDINE'S BAZAAR CAUSEWAY BAY HK,3/F,CAPITOL CTR,5-19 JARDINE'S BAZAAR,CAUSEWAY BAY HK
1448976,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,1,21868414,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00003164,SHOP S32-38,2,KORNHILL PLAZA N KORNHILL QUARRY BAY HK,SHOP S32-38 2/F,KORNHILL PLAZA N,1 KORNHILL RD,QUARRY BAY HK
1461152,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,24,35498923,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,21406201,SHOP NO.B107,B1,THE MASTERPIECE / K11 HANOI RD TSIM SHA TSUI KLN,SHOP NO.B107 B1/F,K11 & KIL 9805 DEP. HOTEL,HANOI RD,TSIM SHA TSUI KLN
1470235,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31651370,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00002072,SHOP NO.1-6,G,HOLLYWOOD PLAZA 610 NATHAN RD MONG KOK KLN,SHOP NO.1-6 G/F,HOLLYWOOD PLAZA,610 NATHAN RD,MONG KOK KLN
1470995,ONOP,BDEL,IC,FORTRESS,FORTRESS,452394,4,31628325,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,21300105,SHOP 772,L7,METROPOLIS SHOPPING ARCADE 10 METROPOLIS DRV HUNG HOM KLN,SHOP 772 L7/F,METROPOLIS SHOPPING ARCADE,METROPOLIS,HUNG HOM KLN
1473771,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,11,31549367,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00014561,SHOP 543-545,L5,METRO PLZ COMM CTR 223 HING FONG RD KWAI CHUNG NT,SHOP 543-545 L5/F,METRO PLZ COMM CTR,223 HING FONG RD,KWAI CHUNG NT
1488148,ONOP,,IC,FORTRESS,FORTRESS,171,1,81218877,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1490422,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,1,31508250,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00003164,SHOP S32-38,2,KORNHILL PLAZA N KORNHILL QUARRY BAY HK,SHOP S32-38 2/F,KORNHILL PLAZA N,1 KORNHILL RD,QUARRY BAY HK
1497436,ONOP,BDEL,IC,FORTRESS,FORTRESS,171,1,28730965,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,00007462,COMM RM,6,WATSON HSE 1-5 WO LIU HANG RD SHA TIN NT,COMM RM 6/F,WATSON HSE,1-5 WO LIU HANG RD,SHATIN NT
1501312,ONOP,,IC,FORTRESS,FORTRESS,171,1,81219946,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1503682,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555712,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
1510126,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,25200363,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
1520431,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555700,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
1534437,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,28660673,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
1537573,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,14,25808665,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1537583,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,11,23678597,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020548,SHOP 8 & 17,G,MIRADOR MANS (3-R/F) 54-64B NATHAN RD TSIM SHA TSUI KLN,SHOP 8 & 17 G/F,MIRADOR MANS,54-64B NATHAN RD,TSIM SHA TSUI KLN
1541217,ONOP,,IC,FORTRESS,FORTRESS,171,1,81215151,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1546674,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,7,35250804,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,21100104,SHOP 109,L1,SHOPPING MALL (1-2/F) THE VICTORIA TOWERS TSIM SHA TSUI KLN,SHOP 109 L1/F,SHOPPING MALL,THE VICTORIA,TSIM SHA TSUI KLN
1548166,ONOP,,IC,FORTRESS,FORTRESS,171,1,81700026,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1551836,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,2,31623464,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019382,,3,CAPITOL CTR 5-19 JARDINE'S BAZAAR CAUSEWAY BAY HK,3/F,CAPITOL CTR,5-19 JARDINE'S BAZAAR,CAUSEWAY BAY HK
1565340,ONOP,,IC,FORTRESS,FORTRESS,171,1,81210680,GN00412,CN00000171,VOICE,FLAT 513-516 5/F,HUTCHISON LOGISTICS CENTRE,18 CONTAINER PORT RD S,KWAI CHUNG NT,,,,,,,,
1591152,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,5,27541651,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00090390,FLAT 55,1,AMOY PLAZA 77 NGAU TAU KOK RD NGAU TAU KOK KLN,FLAT 55 1/F,AMOY PLAZA PH 1,,NGAU TAU KOK KLN
1592397,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP",452394,17,35200514,GN00412,CN00000171,VOICE,"6/F,","WATSON HOUSE,",1-5 WO LIU HANG RD,FOTAN,52703101,SHOP 146-49&161,1,YUEN LONG PLZ 249-251 CASTLE PEAK RD - YL YUEN LONG NT,SHOP 146-49&161 1/F,YUEN LONG PLAZA,249-251 CASTLE PEAK RD - YL,YUEN LONG NT
1596998,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,3,31628361,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,21300105,SHOP 772,L7,METROPOLIS SHOPPING ARCADE 10 METROPOLIS DRV HUNG HOM KLN,SHOP 772 L7/F,METROPOLIS SHOPPING ARCADE,METROPOLIS,HUNG HOM KLN
1607751,ONOP,BDEL,IC,FORTRESS,FORTRESS A DIVISION OF A.S WATSON GROUP (HK) LTD,11887825,4,25200860,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00020203,FLAT 5,G,HOPEWELL CTR 183 KENNEDY RD WAN CHAI HK,FLAT 5 G/F,HOPEWELL CTR,183 QUEEN'S RD E,WAN CHAI HK
1619304,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,2,31628755,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00019382,,3,CAPITOL CTR 5-19 JARDINE'S BAZAAR CAUSEWAY BAY HK,3/F,CAPITOL CTR,5-19 JARDINE'S BAZAAR,CAUSEWAY BAY HK
1622480,ONOP,BDEL,IC,FORTRESS,FORTRESS,450164,1,28667689,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00000037,TOWER 1,2,TOWER 1 / 2 COMM COMPLEX ADMIRALTY CTR 18 HARCOURT RD CENTRAL DISTRICT HK,TOWER 1 2/F,COMM COMPLEX ADMIRALTY CTR,18 HARCOURT RD,CENTRAL DISTRICT HK
1631516,ONOP,BDEL,IC,FORTRESS,FORTRESS,10391712,1,21867215,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00090499,,3,MARITIME SQUARE 33 TSING KING RD TSING YI NT,3/F,SHOP 305-306  MARITINE SQUARE,TSING KING RD,Tsing Yi NT
1633579,ONOP,BDEL,IC,FORTRESS,"FORTRESS, A DIVISION OF A.S. WATSON GROUP (HK) LTD",452394,8,35273003,GN00412,CN00000171,VOICE,6/F,WATSON HOUSE,1 - 5 WO LIU HANG ROAD,FO TAN SHATIN,00004293,,G,DEMOLISHED_MOHAN'S BLDG 14-16 HANKOW RD TSIM SHA TSUI KLN,G/F,MOHAN'S BLDG,14-16 HANKOW RD,TSIM SHA TSUI KLN
1653658,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555130,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
1654633,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522727,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,SHOP UG011-012,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,SHOP UG011-012 UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1662154,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,14,35203224,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00020539,STORE ROOM,G,SHOPPING MALL METROPOLE BLDG NORTH POINT HK,STORE ROOM G/F,SHOPPING MALL,METROPOLE BLDG,NORTH POINT HK
1663711,ONOP,BDEL,IC,FORTRESS,FORTRESS,11887825,6,31522141,GN00412,CN00000171,VOICE,.,WATSON HSE,1-5 WO LIU HANG RD,SHA TIN NT,00013498,SHOP UG011-012,UG,METRO CITY PLAZA 2 METRO CITY PLZ TSEUNG KWAN O NT,SHOP UG011-012 UG/F,METRO CITY SHOPPING ARCADE PH 2,METRO CITY,TSEUNG KWAN O KLN
1670385,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555116,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
