,SYSTEM,CATG_MGT_PNL,ACCT_CATG,CUST_NAME,ACCT_NAME,ACCT_NO,CONT_NO,LINE_NO,GN,CN,BUSI_CODE,CONTRACT_ADDR1,CONTRACT_ADDR2,CONTRACT_ADDR3,CONTRACT_ADDR4,BUILDING_ID,INST_ADDR_FLAT,INST_ADDR_FLOR,ADDRESS,INST_ADD1,INST_ADD2,INST_ADD3,INST_ADD4
1501853,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289304,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
1519781,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81210772,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1543339,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,18686766,1,91286788,GN00413,CN00001339,VOICE,21/F HUTCHISON HSE,10 HARCOURT RD,CENTRAL,,,,,,,,,
1543340,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289322,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1557301,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28683583,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,21300101,SERVER ROOM,18,THE METROPOLIS TWR 10 METROPOLIS DRV HUNG HOM KLN,SERVER ROOM 18/F TOWER 1,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN
1575986,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22975304,1,93652299,GN00413,CN00001339,VOICE,ROOM 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
1595878,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22975304,1,63319233,GN00413,CN00001339,VOICE,ROOM 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
1628861,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289372,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1639497,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289336,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1648455,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289363,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1648456,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81250714,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1648664,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289361,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1648665,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25212283,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1648666,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25212284,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1661418,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289270,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
1678117,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289352,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1690103,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,234554,1,21289283,GN00413,CN00001339,VOICE,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK,00002325,FLAT 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,FLAT 2108 21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
1693090,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289398,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1711172,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289302,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
1715228,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289317,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1760527,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81220603,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1822730,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289309,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1822731,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289377,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1822872,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289228,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
1834421,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,16535015,1,94760761,GN00413,CN00001339,VOICE,ROOM 2108 21/F ,"HUTCHISON HSE,","10 HARCOURT RD, CENTRAL,",,,,,,,,,
1837786,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289391,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1845383,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289314,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1890507,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289323,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1927795,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,15803067,1,90468002,GN00413,CN00001339,VOICE,ROOM 2108 21/F HUTCHISON HSE,10 HARCOURT RD,CENTRAL,,,,,,,,,
1964867,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289344,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
1998029,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,18748913,1,98199318,GN00413,CN00001339,VOICE,21/F HUTCHISON HSE,10 HARCOURT RD,CENTRAL,,,,,,,,,
2017916,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,16966418,1,93670118,GN00413,CN00001339,VOICE,ROOM 2108 21/F HUTCHISON HSE,10 HARCOURT RD,CENTRAL,,,,,,,,,
2048531,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28104900,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2050703,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81214522,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2065675,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28104904,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2105935,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81204203,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2107827,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289328,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2107828,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289331,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2120215,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289241,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2124456,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289333,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2133439,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289242,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2173520,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,139758,1,94821199,GN00413,CN00001339,VOICE,ROOM 2108 21/F. ,"HUTCHISON HSE.,","10 HARCOURT RD C.,", ,,,,,,,,
2183365,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289364,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2194680,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289249,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2207249,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289312,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2210032,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25255637,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2213001,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289360,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2239508,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25261488,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00090473,,9,HIDC OFFICE TOWER 18 CONTAINER PORT RD KWAI CHUNG NT,9/F,HIDC OFFICE TOWER,18 CONTAINER PORT RD S,KWAI CHUNG NT
2240316,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28775759,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,21300101,SERVER ROOM,18,THE METROPOLIS TWR 10 METROPOLIS DRV HUNG HOM KLN,SERVER ROOM 18/F TOWER 1,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN
2245432,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289351,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2267667,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28684522,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2279498,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289393,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2296423,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289329,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2332088,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,28014537,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HOUSE,10 HARCOUNT RD,Central District HK
2389776,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,22975304,1,63311626,GN00413,CN00001339,VOICE,ROOM 2108 21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK,,,,,,,,
2401580,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,234554,1,21289222,GN00413,CN00001339,VOICE,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,Central District HK
2403893,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,14648588,1,91270288,GN00413,CN00001339,VOICE,FLAT 2108 21/F HUTCHISON HOUSE,10 HARCOURT RD,CENTRAL,,,,,,,,,
2403894,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289362,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2410731,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289316,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2410732,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,25211256,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2411179,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,31628330,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,21300101,,18,THE METROPOLIS TWR 10 METROPOLIS DRV HUNG HOM KLN,18/F TOWER 1,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN
2429864,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289325,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2433033,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289397,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2489139,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289247,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2489140,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289306,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,ROOM 2108,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,ROOM 2108  21/F,HUTCHISON HOUSE,10 HARCOURT ROAD,CENTRAL HK
2523262,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289244,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2529480,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289315,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2536420,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289392,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2545347,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289374,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2573674,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289332,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2599459,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81215759,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2599460,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81250719,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2615403,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289357,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2649477,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289343,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2649478,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289346,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2770104,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289359,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2810836,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289347,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2812171,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289388,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2812815,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289367,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2829714,ONOP,BDEL,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289246,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,00002325,,21,DEMOLISHED_HUTCHISON HSE 10 HARCOURT RD CENTRAL DISTRICT HK,21/F,HUTCHISON HSE,10 HARCOURT RD,CENTRAL DISTRICT HK
2847880,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,81250713,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2863933,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289324,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2863934,ONOP,,IC,HUTCHISON WHAMPOA (CHINA) LTD,HUTCHISON WHAMPOA (CHINA) LTD,65,1,21289358,GN00413,CN00001339,VOICE,18/F TOWER ,METROPOLIS OFFICE,10 METROPOLIS DRV,HUNG HOM KLN,,,,,,,,
2019,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555128,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,1,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,1/F,CAVENDISH CTR,23 YIP HING ST,WONG CHUK HANG HK
5191,ONOP,BDEL,IC,FORTRESS,FORTRESS-A DIVISION OF AS WATSON GROUP (HK) LTD,452311,1,25555701,GN00412,CN00000171,VOICE,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG,00019853,,,CAVENDISH CTR 23 YIP HING ST WONG CHUK HANG HK,(HK) LTD,"1/F, CAVENDISH CENTRE",23 YIP HING ST,WONG CHUK HANG
